CHR_ID	START	END	SNPS	DISEASE/TRAIT	celltype	MAPPED_GENE
chr9	95454593	95454594	rs28620532	Intelligence	Oligodendrocyte.hypo.dmr.full.tsv.hypo.dmr.bed	PTCH1
chr9	126444552	126444553	rs10122788	Bipolar disorder	Oligodendrocyte.hypo.dmr.full.tsv.hypo.dmr.bed	MVB12B
chr1	43723047	43723048	rs12410444	Educational attainment (years of education)	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	ST3GAL3, ST3GAL3-AS1
chr1	232528864	232528865	rs10797576	Parkinson's disease or first degree relation to individual with Parkinson's disease	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	SIPA1L2
chr10	102230054	102230055	rs10786662	Educational attainment (years of education)	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	ELOVL3 - PITX3
chr11	57680559	57680560	rs10896636	Neuroticism	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	ZDHHC5
chr11	60156034	60156035	rs983392	Alzheimer's disease or family history of Alzheimer's disease	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	MS4A2 - LINC02705
chr11	60156034	60156035	rs983392	Alzheimer's disease (late onset)	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	MS4A2 - LINC02705
chr11	60156034	60156035	rs983392	Family history of Alzheimer's disease	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	MS4A2 - LINC02705
chr11	61752513	61752514	rs2956395	Bipolar disorder	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	MYRF-AS1
chr11	86089236	86089237	rs561655	Late-onset Alzheimer's disease	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	PICALM - RNU6-560P
chr11	124744060	124744061	rs55661361	Autism and schizophrenia (MTAG)	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	NRGN
chr11	124744060	124744061	rs55661361	Schizophrenia	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	NRGN
chr12	99102251	99102252	rs10745843	Bipolar disorder	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	ANKS1B
chr12	99298228	99298229	rs10860416	Bipolar disorder	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	ANKS1B
chr14	43505793	43505794	rs62002181	Bipolar disorder	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	HNRNPUP1 - KRT8P2
chr14	72996770	72996771	rs1007934	Intelligence	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	ZFYVE1
chr14	99246607	99246608	rs11624408	Bipolar disorder	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	BCL11B
chr14	99252881	99252882	rs2693698	Bipolar disorder	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	BCL11B
chr14	99252881	99252882	rs2693698	Schizophrenia	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	BCL11B
chr15	73731296	73731297	rs28627084	Bipolar disorder	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	CD276 - INSYN1
chr16	7616839	7616840	rs11077203	Neuroticism	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	RBFOX1
chr16	52935513	52935514	rs10221156	Parkinson's disease or first degree relation to individual with Parkinson's disease	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	PHB1P21
chr17	7560327	7560328	rs58840546	Alzheimer's disease	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	TNFSF12-TNFSF13, TNFSF13
chr17	66504824	66504825	rs2244497	Neuroticism	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	PRKCA
chr18	37784133	37784134	rs12961969	Neuroticism	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	RPL12P40 - RN7SKP182
chr19	1066626	1066627	rs112131072	Alzheimer's disease	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	ARHGAP45
chr19	1854254	1854255	rs149080927	Alzheimer's disease	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	KLF16
chr19	58578895	58578896	rs73068339	Intelligence	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	MZF1-AS1
chr2	65532536	65532537	rs3911862	Bipolar disorder	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	LINC02934
chr2	73338164	73338165	rs11898362	Intelligence	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	RNU6-111P - RPSAP28
chr2	73531675	73531676	rs2421552	Intelligence	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	ALMS1
chr2	82216982	82216983	rs11678106	Intelligence	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	RN7SL201P - LYARP1
chr2	98773243	98773244	rs7581349	Bipolar disorder	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	LINC02611
chr2	156498565	156498566	rs297578	Intelligence	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	GPD2
chr2	161104413	161104414	rs7591506	Intelligence	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	TANK-AS1
chr20	38824550	38824551	rs6065094	Schizophrenia	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	PPP1R16B
chr20	63501357	63501358	rs6090435	Bipolar disorder	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	EEF1A2 - PPDPF
chr3	35651674	35651675	rs9810464	Neuroticism	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	ARPP21, ARPP21-AS1
chr3	48694053	48694054	rs3172494	Educational attainment (years of education)	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	IP6K2
chr3	49277526	49277527	rs56306491	Intelligence	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	USP4
chr3	49863626	49863627	rs11130222	Educational attainment (years of education)	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	RN7SL217P, CAMKV
chr3	54200694	54200695	rs4485754	Intelligence	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	CACNA2D3
chr3	71496018	71496019	rs11720523	Intelligence	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	FOXP1
chr4	67104382	67104383	rs6819372	Intelligence	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	RNU6-699P - RNU1-63P
chr4	113447908	113447909	rs13117519	Parkinson's disease or first degree relation to individual with Parkinson's disease	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	CAMK2D
chr4	175705120	175705121	rs12640626	Educational attainment (years of education)	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	GPM6A
chr5	61302715	61302716	rs4391122	Schizophrenia	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	LINC02057
chr5	61504508	61504509	rs10223052	Educational attainment (years of education)	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	ZSWIM6
chr5	79553681	79553682	rs6865469	Bipolar disorder	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	Y_RNA - Y_RNA
chr5	140738304	140738305	rs17208215	Intelligence	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	VTRNA1-3 - PCDHA1
chr6	75826615	75826616	rs1280049	Intelligence	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	MYO6
chr6	98004803	98004804	rs9401452	Intelligence	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	MMS22L - MIR2113
chr6	108622961	108622962	rs3813498	Intelligence	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	FOXO3
chr7	44773007	44773008	rs12702087	Educational attainment (years of education)	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	ZMIZ2 - PPIA
chr7	100479649	100479650	rs2406253	Educational attainment (years of education)	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	TSC22D4 - NYAP1
chr7	105402781	105402782	rs11764361	Bipolar disorder	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	SRPK2 - PUS7
chr7	127898505	127898506	rs3757771	Intelligence	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	SND1
chr8	27362469	27362470	rs73223431	Alzheimer's disease	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	PTK2B
chr9	131835213	131835214	rs2987390	Intelligence	CN_ONECUT1_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	EIF4A1P3 - MED27
chr1	43723047	43723048	rs12410444	Educational attainment (years of education)	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	ST3GAL3, ST3GAL3-AS1
chr1	109488322	109488323	rs1144593	Intelligence	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	ATXN7L2
chr1	181771064	181771065	rs199928	Intelligence	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	CACNA1E
chr1	207803737	207803738	rs7523273	Schizophrenia	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	MIR29B2CHG
chr1	232528864	232528865	rs10797576	Parkinson's disease or first degree relation to individual with Parkinson's disease	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	SIPA1L2
chr10	18462173	18462174	rs1998820	Bipolar disorder	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	CACNB2
chr10	91682621	91682622	rs1891273	Intelligence	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	GAPDHP28 - FAF2P1
chr10	101781258	101781259	rs2735421	Intelligence	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	FGF8 - NPM3
chr11	47584930	47584931	rs11605348	Intelligence	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	NDUFS3 - FAM180B
chr11	57680559	57680560	rs10896636	Neuroticism	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	ZDHHC5
chr11	61752513	61752514	rs2956395	Bipolar disorder	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	MYRF-AS1
chr11	86089236	86089237	rs561655	Late-onset Alzheimer's disease	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	PICALM - RNU6-560P
chr11	124744060	124744061	rs55661361	Autism and schizophrenia (MTAG)	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	NRGN
chr11	124744060	124744061	rs55661361	Schizophrenia	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	NRGN
chr12	48995536	48995537	rs1054442	Bipolar disorder	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	DDN
chr12	48995536	48995537	rs1054442	Intelligence	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	DDN
chr12	99102251	99102252	rs10745843	Bipolar disorder	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	ANKS1B
chr12	99298228	99298229	rs10860416	Bipolar disorder	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	ANKS1B
chr13	68796168	68796169	rs7999314	Neuroticism	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	RN7SL761P - LINC00550
chr14	43505793	43505794	rs62002181	Bipolar disorder	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	HNRNPUP1 - KRT8P2
chr14	72996770	72996771	rs1007934	Intelligence	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	ZFYVE1
chr14	99246607	99246608	rs11624408	Bipolar disorder	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	BCL11B
chr14	99252881	99252882	rs2693698	Bipolar disorder	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	BCL11B
chr14	99252881	99252882	rs2693698	Schizophrenia	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	BCL11B
chr14	103520802	103520803	rs2071407	Intelligence	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	CKB
chr15	40275035	40275036	rs56205728	Schizophrenia	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	PAK6
chr15	40430581	40430582	rs11634187	Intelligence	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	IVD
chr16	7616839	7616840	rs11077203	Neuroticism	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	RBFOX1
chr16	9136958	9136959	rs28455634	Bipolar disorder	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	HAPSTR1 - RPL21P119
chr16	28322089	28322090	rs2650492	Intelligence	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	SBK1
chr16	51149816	51149817	rs11643654	Educational attainment (years of education)	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	SALL1
chr16	52935513	52935514	rs10221156	Parkinson's disease or first degree relation to individual with Parkinson's disease	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	PHB1P21
chr17	7560327	7560328	rs58840546	Alzheimer's disease	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	TNFSF12-TNFSF13, TNFSF13
chr17	44357261	44357262	rs850738	Parkinson's disease or first degree relation to individual with Parkinson's disease	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	FAM171A2
chr17	81108280	81108281	rs7502590	Neuroticism	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	BAIAP2
chr18	37784133	37784134	rs12961969	Neuroticism	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	RPL12P40 - RN7SKP182
chr18	43093414	43093415	rs12456492	Parkinson's disease or first degree relation to individual with Parkinson's disease	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	RIT2
chr18	53385387	53385388	rs11663156	Intelligence	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	DCC
chr19	1039323	1039324	rs111278892	Alzheimer's disease or family history of Alzheimer's disease	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	CNN2 - ABCA7
chr19	1854254	1854255	rs149080927	Alzheimer's disease	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	KLF16
chr19	58578895	58578896	rs73068339	Intelligence	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	MZF1-AS1
chr2	10837458	10837459	rs76076331	Educational attainment (years of education)	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	PDIA6
chr2	65532536	65532537	rs3911862	Bipolar disorder	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	LINC02934
chr2	73531675	73531676	rs2421552	Intelligence	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	ALMS1
chr2	82216982	82216983	rs11678106	Intelligence	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	RN7SL201P - LYARP1
chr2	98773243	98773244	rs7581349	Bipolar disorder	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	LINC02611
chr2	156498565	156498566	rs297578	Intelligence	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	GPD2
chr2	161104413	161104414	rs7591506	Intelligence	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	TANK-AS1
chr2	165855093	165855094	rs13421971	Intelligence	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	GALNT3 - TTC21B
chr20	38824550	38824551	rs6065094	Schizophrenia	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	PPP1R16B
chr20	63501357	63501358	rs6090435	Bipolar disorder	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	EEF1A2 - PPDPF
chr22	41974986	41974987	rs5751191	Intelligence	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	SEPTIN3
chr3	23973648	23973649	rs28522849	Intelligence	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	NR1D2
chr3	35651674	35651675	rs9810464	Neuroticism	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	ARPP21, ARPP21-AS1
chr3	36814538	36814539	rs9834970	Bipolar disorder	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	HSPD1P6 - LINC02033
chr3	36814538	36814539	rs9834970	Bipolar disorder	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	HSPD1P6 - LINC02033
chr3	48694053	48694054	rs3172494	Educational attainment (years of education)	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	IP6K2
chr3	49863626	49863627	rs11130222	Educational attainment (years of education)	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	RN7SL217P, CAMKV
chr3	54200694	54200695	rs4485754	Intelligence	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	CACNA2D3
chr3	71496018	71496019	rs11720523	Intelligence	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	FOXP1
chr3	155084188	155084189	rs61762319	Alzheimer's disease	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	MME
chr3	161127153	161127154	rs7633857	Educational attainment (years of education)	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	NMD3
chr4	175705120	175705121	rs12640626	Educational attainment (years of education)	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	GPM6A
chr5	61302715	61302716	rs4391122	Schizophrenia	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	LINC02057
chr5	61504508	61504509	rs10223052	Educational attainment (years of education)	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	ZSWIM6
chr5	79553681	79553682	rs6865469	Bipolar disorder	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	Y_RNA - Y_RNA
chr5	166071273	166071274	rs31768	Intelligence	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	RPL7P20 - RPLP0P9
chr6	20893015	20893016	rs6456379	Intelligence	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	CDKAL1
chr6	75826615	75826616	rs1280049	Intelligence	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	MYO6
chr6	98004803	98004804	rs9401452	Intelligence	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	MMS22L - MIR2113
chr6	108622961	108622962	rs3813498	Intelligence	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	FOXO3
chr7	32453556	32453557	rs1580019	Intelligence	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	PDE1C - SLC25A5P5
chr7	44773007	44773008	rs12702087	Educational attainment (years of education)	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	ZMIZ2 - PPIA
chr7	44795553	44795554	rs4720485	Intelligence	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	ZMIZ2 - PPIA
chr7	100479649	100479650	rs2406253	Educational attainment (years of education)	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	TSC22D4 - NYAP1
chr7	105230140	105230141	rs78785751	Bipolar disorder	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	SRPK2
chr7	105402781	105402782	rs11764361	Bipolar disorder	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	SRPK2 - PUS7
chr7	127898505	127898506	rs3757771	Intelligence	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	SND1
chr7	143413668	143413669	rs11771145	Alzheimer's disease or family history of Alzheimer's disease	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	EPHA1-AS1
chr7	143413668	143413669	rs11771145	Alzheimer's disease (late onset)	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	EPHA1-AS1
chr7	143413668	143413669	rs11771145	Alzheimer's disease	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	EPHA1-AS1
chr8	27362469	27362470	rs73223431	Alzheimer's disease	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	PTK2B
chr8	129889662	129889663	rs2086641	Parkinson's disease or first degree relation to individual with Parkinson's disease	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	CYRIB
chr9	119363075	119363076	rs942516	Bipolar disorder	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	BRINP1
chr9	131835213	131835214	rs2987390	Intelligence	M_Dopa.hyper.dmr.full.tsv.hyper.dmr.bed	EIF4A1P3 - MED27
chr1	36737165	36737166	rs570399	Neuroticism	F_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	FTLP18 - GRIK3
chr1	41369960	41369961	rs4636447	Intelligence	F_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	FOXO6
chr1	43723047	43723048	rs12410444	Educational attainment (years of education)	F_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	ST3GAL3, ST3GAL3-AS1
chr1	103074424	103074425	rs7522293	Intelligence	F_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	COL11A1
chr1	109424481	109424482	rs10858096	Intelligence	F_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	PSMA5
chr1	207803737	207803738	rs7523273	Schizophrenia	F_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	MIR29B2CHG
chr1	232528864	232528865	rs10797576	Parkinson's disease or first degree relation to individual with Parkinson's disease	F_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	SIPA1L2
chr10	18462173	18462174	rs1998820	Bipolar disorder	F_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	CACNB2
chr10	102230054	102230055	rs10786662	Educational attainment (years of education)	F_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	ELOVL3 - PITX3
chr10	102255521	102255522	rs10748818	Parkinson's disease or first degree relation to individual with Parkinson's disease	F_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	GBF1
chr11	47370396	47370397	rs10437655	Alzheimer's disease	F_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	SPI1
chr11	47584930	47584931	rs11605348	Intelligence	F_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	NDUFS3 - FAM180B
chr11	57680559	57680560	rs10896636	Neuroticism	F_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	ZDHHC5
chr11	86089236	86089237	rs561655	Late-onset Alzheimer's disease	F_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	PICALM - RNU6-560P
chr11	124744060	124744061	rs55661361	Autism and schizophrenia (MTAG)	F_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	NRGN
chr11	124744060	124744061	rs55661361	Schizophrenia	F_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	NRGN
chr11	133917105	133917106	rs3802920	Parkinson's disease or first degree relation to individual with Parkinson's disease	F_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	IGSF9B
chr12	79198899	79198900	rs6539284	Intelligence	F_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	SYT1
chr12	91760492	91760493	rs1389473	Educational attainment (years of education)	F_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	LINC02823 - LINC02404
chr12	99102251	99102252	rs10745843	Bipolar disorder	F_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	ANKS1B
chr12	99298228	99298229	rs10860416	Bipolar disorder	F_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	ANKS1B
chr12	123262413	123262414	rs10773002	Educational attainment (years of education)	F_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	CDK2AP1
chr14	43505793	43505794	rs62002181	Bipolar disorder	F_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	HNRNPUP1 - KRT8P2
chr14	72996770	72996771	rs1007934	Intelligence	F_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	ZFYVE1
chr14	99246607	99246608	rs11624408	Bipolar disorder	F_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	BCL11B
chr14	99252881	99252882	rs2693698	Bipolar disorder	F_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	BCL11B
chr14	99252881	99252882	rs2693698	Schizophrenia	F_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	BCL11B
chr14	103520802	103520803	rs2071407	Intelligence	F_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	CKB
chr15	40275035	40275036	rs56205728	Schizophrenia	F_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	PAK6
chr15	40430581	40430582	rs11634187	Intelligence	F_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	IVD
chr15	51525000	51525001	rs7172979	Intelligence	F_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	DMXL2
chr15	82266460	82266461	rs11854289	Intelligence	F_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	SAXO2
chr16	7616839	7616840	rs11077203	Neuroticism	F_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	RBFOX1
chr16	9136958	9136959	rs28455634	Bipolar disorder	F_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	HAPSTR1 - RPL21P119
chr16	28322089	28322090	rs2650492	Intelligence	F_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	SBK1
chr16	52935513	52935514	rs10221156	Parkinson's disease or first degree relation to individual with Parkinson's disease	F_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	PHB1P21
chr16	68263324	68263325	rs9888986	Intelligence	F_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	PLA2G15 - SLC7A6
chr17	7560327	7560328	rs58840546	Alzheimer's disease	F_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	TNFSF12-TNFSF13, TNFSF13
chr18	62576642	62576643	rs11557713	Bipolar disorder	F_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	ZCCHC2
chr19	58578895	58578896	rs73068339	Intelligence	F_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	MZF1-AS1
chr2	10837458	10837459	rs76076331	Educational attainment (years of education)	F_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	PDIA6
chr2	60483435	60483436	rs13019832	Intelligence	F_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	BCL11A
chr2	60486099	60486100	rs10189857	Intelligence	F_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	BCL11A
chr2	73531675	73531676	rs2421552	Intelligence	F_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	ALMS1
chr2	98773243	98773244	rs7581349	Bipolar disorder	F_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	LINC02611
chr2	100308359	100308360	rs71413877	Intelligence	F_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	LONRF2
chr2	100308359	100308360	rs71413877	Educational attainment (years of education)	F_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	LONRF2
chr2	143405039	143405040	rs10189912	Intelligence	F_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	ARHGAP15
chr2	156498565	156498566	rs297578	Intelligence	F_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	GPD2
chr2	161104413	161104414	rs7591506	Intelligence	F_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	TANK-AS1
chr2	165295878	165295879	rs17183814	Bipolar disorder	F_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	SCN2A
chr2	165295878	165295879	rs17183814	Bipolar disorder	F_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	SCN2A
chr2	165855093	165855094	rs13421971	Intelligence	F_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	GALNT3 - TTC21B
