CHR_ID	START	END	SNPS	DISEASE/TRAIT	celltype	MAPPED_GENE
chr11	123523927	123523928	rs77502336	Schizophrenia	F_Glut.hypo.dmr.bed	GRAMD1B
chr16	28826193	28826194	rs8049439	Educational attainment (years of education)	F_Glut.hypo.dmr.bed	ATXN2L
chr17	52508537	52508538	rs16951547	Intelligence	F_Glut.hypo.dmr.bed	LINC01982
chr2	60483435	60483436	rs13019832	Intelligence	F_Glut.hypo.dmr.bed	BCL11A
chr2	100260907	100260908	rs2067783	Intelligence	F_Glut.hypo.dmr.bed	LINC01104 - LONRF2
chr2	134707045	134707046	rs57891859	Parkinson's disease or first degree relation to individual with Parkinson's disease	F_Glut.hypo.dmr.bed	TMEM163
chr2	165295878	165295879	rs17183814	Bipolar disorder	F_Glut.hypo.dmr.bed	SCN2A
chr2	165295878	165295879	rs17183814	Bipolar disorder	F_Glut.hypo.dmr.bed	SCN2A
chr3	108384585	108384586	rs3860537	Intelligence	F_Glut.hypo.dmr.bed	MYH15
chr4	89744889	89744890	rs356203	Parkinson's disease or first degree relation to individual with Parkinson's disease	F_Glut.hypo.dmr.bed	SNCA
chr4	102217463	102217464	rs151412	Intelligence	F_Glut.hypo.dmr.bed	BANK1 - SLC39A8
chr8	27608797	27608798	rs1532278	Late-onset Alzheimer's disease	F_Glut.hypo.dmr.bed	CLU
chr8	27608797	27608798	rs1532278	Family history of Alzheimer's disease	F_Glut.hypo.dmr.bed	CLU
chr1	36777141	36777142	rs490647	Neuroticism	CN_MEIS2_GABA.hypo.dmr.bed	FTLP18 - GRIK3
chr1	41364413	41364414	rs56044892	Educational attainment (years of education)	CN_MEIS2_GABA.hypo.dmr.bed	FOXO6
chr1	161185601	161185602	rs4575098	Alzheimer's disease or family history of Alzheimer's disease	CN_MEIS2_GABA.hypo.dmr.bed	ADAMTS4
chr1	161185601	161185602	rs4575098	Family history of Alzheimer's disease	CN_MEIS2_GABA.hypo.dmr.bed	ADAMTS4
chr11	16334224	16334225	rs297346	Neuroticism	CN_MEIS2_GABA.hypo.dmr.bed	SOX6
chr15	47394464	47394465	rs281302	Educational attainment (years of education)	CN_MEIS2_GABA.hypo.dmr.bed	SEMA6D
chr16	28826193	28826194	rs8049439	Educational attainment (years of education)	CN_MEIS2_GABA.hypo.dmr.bed	ATXN2L
chr17	52508537	52508538	rs16951547	Intelligence	CN_MEIS2_GABA.hypo.dmr.bed	LINC01982
chr2	17966581	17966582	rs76116224	Parkinson's disease or first degree relation to individual with Parkinson's disease	CN_MEIS2_GABA.hypo.dmr.bed	KCNS3
chr2	23711945	23711946	rs12470949	Intelligence	CN_MEIS2_GABA.hypo.dmr.bed	KLHL29 - ATAD2B
chr2	60483435	60483436	rs13019832	Intelligence	CN_MEIS2_GABA.hypo.dmr.bed	BCL11A
chr2	161104413	161104414	rs7591506	Intelligence	CN_MEIS2_GABA.hypo.dmr.bed	TANK-AS1
chr4	105223577	105223578	rs6839705	Educational attainment (years of education)	CN_MEIS2_GABA.hypo.dmr.bed	TET2, TET2-AS1
chr5	58361929	58361930	rs13157057	Intelligence	CN_MEIS2_GABA.hypo.dmr.bed	LINC02101 - PLK2
chr5	88749211	88749212	rs10514303	Intelligence	CN_MEIS2_GABA.hypo.dmr.bed	MEF2C, MEF2C-AS2
chr7	1856776	1856777	rs4236274	Bipolar disorder	CN_MEIS2_GABA.hypo.dmr.bed	MAD1L1
chr7	114264005	114264006	rs11771168	Educational attainment (years of education)	CN_MEIS2_GABA.hypo.dmr.bed	FOXP2
chr9	23737628	23737629	rs3793577	Neuroticism	CN_MEIS2_GABA.hypo.dmr.bed	ELAVL2
chr9	23805570	23805571	rs702222	Intelligence	CN_MEIS2_GABA.hypo.dmr.bed	ELAVL2
chr1	41364413	41364414	rs56044892	Educational attainment (years of education)	F_M_GATA3_GABA.hyper.dmr.bed	FOXO6
chr1	43548608	43548609	rs2842188	Intelligence	F_M_GATA3_GABA.hyper.dmr.bed	PTPRF
chr10	18462173	18462174	rs1998820	Bipolar disorder	F_M_GATA3_GABA.hyper.dmr.bed	CACNB2
chr11	61752513	61752514	rs2956395	Bipolar disorder	F_M_GATA3_GABA.hyper.dmr.bed	MYRF-AS1
chr11	124744060	124744061	rs55661361	Autism and schizophrenia (MTAG)	F_M_GATA3_GABA.hyper.dmr.bed	NRGN
chr11	124744060	124744061	rs55661361	Schizophrenia	F_M_GATA3_GABA.hyper.dmr.bed	NRGN
chr11	133952673	133952674	rs75059851	Schizophrenia	F_M_GATA3_GABA.hyper.dmr.bed	IGSF9B
chr15	40430581	40430582	rs11634187	Intelligence	F_M_GATA3_GABA.hyper.dmr.bed	IVD
chr16	9136958	9136959	rs28455634	Bipolar disorder	F_M_GATA3_GABA.hyper.dmr.bed	HAPSTR1 - RPL21P119
chr17	49013422	49013423	rs11079849	Intelligence	F_M_GATA3_GABA.hyper.dmr.bed	IGF2BP1
chr19	1066626	1066627	rs112131072	Alzheimer's disease	F_M_GATA3_GABA.hyper.dmr.bed	ARHGAP45
chr2	65532536	65532537	rs3911862	Bipolar disorder	F_M_GATA3_GABA.hyper.dmr.bed	LINC02934
chr2	161104413	161104414	rs7591506	Intelligence	F_M_GATA3_GABA.hyper.dmr.bed	TANK-AS1
chr22	41974986	41974987	rs5751191	Intelligence	F_M_GATA3_GABA.hyper.dmr.bed	SEPTIN3
chr3	54200694	54200695	rs4485754	Intelligence	F_M_GATA3_GABA.hyper.dmr.bed	CACNA2D3
chr4	67104382	67104383	rs6819372	Intelligence	F_M_GATA3_GABA.hyper.dmr.bed	RNU6-699P - RNU1-63P
chr6	20893015	20893016	rs6456379	Intelligence	F_M_GATA3_GABA.hyper.dmr.bed	CDKAL1
chr6	75826615	75826616	rs1280049	Intelligence	F_M_GATA3_GABA.hyper.dmr.bed	MYO6
chr6	98004803	98004804	rs9401452	Intelligence	F_M_GATA3_GABA.hyper.dmr.bed	MMS22L - MIR2113
chr6	108622961	108622962	rs3813498	Intelligence	F_M_GATA3_GABA.hyper.dmr.bed	FOXO3
chr7	32453556	32453557	rs1580019	Intelligence	F_M_GATA3_GABA.hyper.dmr.bed	PDE1C - SLC25A5P5
chr7	127898505	127898506	rs3757771	Intelligence	F_M_GATA3_GABA.hyper.dmr.bed	SND1
chr7	143413668	143413669	rs11771145	Alzheimer's disease or family history of Alzheimer's disease	F_M_GATA3_GABA.hyper.dmr.bed	EPHA1-AS1
chr7	143413668	143413669	rs11771145	Alzheimer's disease (late onset)	F_M_GATA3_GABA.hyper.dmr.bed	EPHA1-AS1
chr7	143413668	143413669	rs11771145	Alzheimer's disease	F_M_GATA3_GABA.hyper.dmr.bed	EPHA1-AS1
chr8	27608797	27608798	rs1532278	Late-onset Alzheimer's disease	F_M_GATA3_GABA.hyper.dmr.bed	CLU
chr8	27608797	27608798	rs1532278	Family history of Alzheimer's disease	F_M_GATA3_GABA.hyper.dmr.bed	CLU
chr9	131835213	131835214	rs2987390	Intelligence	F_M_GATA3_GABA.hyper.dmr.bed	EIF4A1P3 - MED27
chr1	161185601	161185602	rs4575098	Alzheimer's disease or family history of Alzheimer's disease	F_GABA.hypo.dmr.bed	ADAMTS4
chr1	161185601	161185602	rs4575098	Family history of Alzheimer's disease	F_GABA.hypo.dmr.bed	ADAMTS4
chr8	27608797	27608798	rs1532278	Late-onset Alzheimer's disease	F_GABA.hypo.dmr.bed	CLU
chr8	27608797	27608798	rs1532278	Family history of Alzheimer's disease	F_GABA.hypo.dmr.bed	CLU
chr1	36777141	36777142	rs490647	Neuroticism	STR_D2_MSN.hyper.dmr.bed	FTLP18 - GRIK3
chr1	161185601	161185602	rs4575098	Alzheimer's disease or family history of Alzheimer's disease	STR_D2_MSN.hyper.dmr.bed	ADAMTS4
chr1	161185601	161185602	rs4575098	Family history of Alzheimer's disease	STR_D2_MSN.hyper.dmr.bed	ADAMTS4
chr15	77707093	77707094	rs11072662	Neuroticism	STR_D2_MSN.hyper.dmr.bed	LINGO1
chr16	24755519	24755520	rs34172651	Intelligence	STR_D2_MSN.hyper.dmr.bed	TNRC6A
chr16	28826193	28826194	rs8049439	Educational attainment (years of education)	STR_D2_MSN.hyper.dmr.bed	ATXN2L
chr16	30010080	30010081	rs1140239	Alzheimer's disease	STR_D2_MSN.hyper.dmr.bed	DOC2A
chr17	1932187	1932188	rs4790841	Bipolar disorder	STR_D2_MSN.hyper.dmr.bed	RPA1 - RTN4RL1
chr17	46144469	46144470	rs2696589	Neuroticism	STR_D2_MSN.hyper.dmr.bed	KANSL1
chr17	52508537	52508538	rs16951547	Intelligence	STR_D2_MSN.hyper.dmr.bed	LINC01982
chr2	100260907	100260908	rs2067783	Intelligence	STR_D2_MSN.hyper.dmr.bed	LINC01104 - LONRF2
chr6	111858434	111858435	rs17073012	Bipolar disorder	STR_D2_MSN.hyper.dmr.bed	FYN
chr8	27608797	27608798	rs1532278	Late-onset Alzheimer's disease	STR_D2_MSN.hyper.dmr.bed	CLU
chr8	27608797	27608798	rs1532278	Family history of Alzheimer's disease	STR_D2_MSN.hyper.dmr.bed	CLU
chr10	18462173	18462174	rs1998820	Bipolar disorder	STR_SST-CHODL_GABA.hyper.dmr.bed	CACNB2
chr11	57680559	57680560	rs10896636	Neuroticism	STR_SST-CHODL_GABA.hyper.dmr.bed	ZDHHC5
chr11	124744060	124744061	rs55661361	Autism and schizophrenia (MTAG)	STR_SST-CHODL_GABA.hyper.dmr.bed	NRGN
chr11	124744060	124744061	rs55661361	Schizophrenia	STR_SST-CHODL_GABA.hyper.dmr.bed	NRGN
chr15	40430581	40430582	rs11634187	Intelligence	STR_SST-CHODL_GABA.hyper.dmr.bed	IVD
chr19	58578895	58578896	rs73068339	Intelligence	STR_SST-CHODL_GABA.hyper.dmr.bed	MZF1-AS1
chr3	23973648	23973649	rs28522849	Intelligence	STR_SST-CHODL_GABA.hyper.dmr.bed	NR1D2
chr3	36814538	36814539	rs9834970	Bipolar disorder	STR_SST-CHODL_GABA.hyper.dmr.bed	HSPD1P6 - LINC02033
chr3	36814538	36814539	rs9834970	Bipolar disorder	STR_SST-CHODL_GABA.hyper.dmr.bed	HSPD1P6 - LINC02033
chr3	54200694	54200695	rs4485754	Intelligence	STR_SST-CHODL_GABA.hyper.dmr.bed	CACNA2D3
chr4	113447908	113447909	rs13117519	Parkinson's disease or first degree relation to individual with Parkinson's disease	STR_SST-CHODL_GABA.hyper.dmr.bed	CAMK2D
chr6	75826615	75826616	rs1280049	Intelligence	STR_SST-CHODL_GABA.hyper.dmr.bed	MYO6
chr6	98004803	98004804	rs9401452	Intelligence	STR_SST-CHODL_GABA.hyper.dmr.bed	MMS22L - MIR2113
chr6	108622961	108622962	rs3813498	Intelligence	STR_SST-CHODL_GABA.hyper.dmr.bed	FOXO3
chr7	127898505	127898506	rs3757771	Intelligence	STR_SST-CHODL_GABA.hyper.dmr.bed	SND1
chr7	143413668	143413669	rs11771145	Alzheimer's disease or family history of Alzheimer's disease	STR_SST-CHODL_GABA.hyper.dmr.bed	EPHA1-AS1
chr7	143413668	143413669	rs11771145	Alzheimer's disease (late onset)	STR_SST-CHODL_GABA.hyper.dmr.bed	EPHA1-AS1
chr7	143413668	143413669	rs11771145	Alzheimer's disease	STR_SST-CHODL_GABA.hyper.dmr.bed	EPHA1-AS1
chr9	131835213	131835214	rs2987390	Intelligence	STR_SST-CHODL_GABA.hyper.dmr.bed	EIF4A1P3 - MED27
chr1	161185601	161185602	rs4575098	Alzheimer's disease or family history of Alzheimer's disease	CN_LAMP5-CXCL14_GABA.hypo.dmr.bed	ADAMTS4
chr1	161185601	161185602	rs4575098	Family history of Alzheimer's disease	CN_LAMP5-CXCL14_GABA.hypo.dmr.bed	ADAMTS4
chr1	204617918	204617919	rs11588857	Educational attainment (years of education)	CN_LAMP5-CXCL14_GABA.hypo.dmr.bed	LRRN2
chr10	15515406	15515407	rs896435	Parkinson's disease or first degree relation to individual with Parkinson's disease	CN_LAMP5-CXCL14_GABA.hypo.dmr.bed	ITGA8
chr10	104708094	104708095	rs3896224	Intelligence	CN_LAMP5-CXCL14_GABA.hypo.dmr.bed	SORCS3
chr11	61851135	61851136	rs174592	Bipolar disorder	CN_LAMP5-CXCL14_GABA.hypo.dmr.bed	FADS2
chr11	64017875	64017876	rs11231677	Bipolar disorder	CN_LAMP5-CXCL14_GABA.hypo.dmr.bed	MACROD1
chr11	70671821	70671822	rs12575685	Bipolar disorder	CN_LAMP5-CXCL14_GABA.hypo.dmr.bed	SHANK2
chr11	70671821	70671822	rs12575685	Bipolar disorder	CN_LAMP5-CXCL14_GABA.hypo.dmr.bed	SHANK2
chr12	118439112	118439113	rs56080343	Neuroticism	CN_LAMP5-CXCL14_GABA.hypo.dmr.bed	SUDS3 - LINC02460
chr13	98453637	98453638	rs9517313	Neuroticism	CN_LAMP5-CXCL14_GABA.hypo.dmr.bed	STK24, FARP1
chr13	105987506	105987507	rs2251499	Intelligence	CN_LAMP5-CXCL14_GABA.hypo.dmr.bed	LINC00343 - RNA5SP38
chr14	52924961	52924962	rs17125924	Alzheimer's disease	CN_LAMP5-CXCL14_GABA.hypo.dmr.bed	FERMT2
chr14	54882150	54882151	rs11158026	Parkinson's disease or first degree relation to individual with Parkinson's disease	CN_LAMP5-CXCL14_GABA.hypo.dmr.bed	GCH1
chr14	69250239	69250240	rs17106817	Intelligence	CN_LAMP5-CXCL14_GABA.hypo.dmr.bed	EXD2 - GALNT16
chr16	9832490	9832491	rs7199910	Bipolar disorder	CN_LAMP5-CXCL14_GABA.hypo.dmr.bed	GRIN2A
chr16	24755519	24755520	rs34172651	Intelligence	CN_LAMP5-CXCL14_GABA.hypo.dmr.bed	TNRC6A
chr16	70660096	70660097	rs4985556	Alzheimer's disease	CN_LAMP5-CXCL14_GABA.hypo.dmr.bed	IL34
chr17	1932187	1932188	rs4790841	Bipolar disorder	CN_LAMP5-CXCL14_GABA.hypo.dmr.bed	RPA1 - RTN4RL1
chr17	28392768	28392769	rs35714695	Amyotrophic lateral sclerosis	CN_LAMP5-CXCL14_GABA.hypo.dmr.bed	SARM1
chr17	44216968	44216969	rs2269906	Parkinson's disease or first degree relation to individual with Parkinson's disease	CN_LAMP5-CXCL14_GABA.hypo.dmr.bed	ATXN7L3-AS1, UBTF
chr17	46144469	46144470	rs2696589	Neuroticism	CN_LAMP5-CXCL14_GABA.hypo.dmr.bed	KANSL1
chr17	52508537	52508538	rs16951547	Intelligence	CN_LAMP5-CXCL14_GABA.hypo.dmr.bed	LINC01982
chr17	55290102	55290103	rs884301	Bipolar disorder	CN_LAMP5-CXCL14_GABA.hypo.dmr.bed	HLF
chr19	13060609	13060610	rs1382358	Educational attainment (years of education)	CN_LAMP5-CXCL14_GABA.hypo.dmr.bed	NFIX
chr19	44634021	44634022	rs539159088	Alzheimer's disease or family history of Alzheimer's disease	CN_LAMP5-CXCL14_GABA.hypo.dmr.bed	CEACAM16-AS1, IGSF23
chr19	46351483	46351484	rs534666677	Neuroticism	CN_LAMP5-CXCL14_GABA.hypo.dmr.bed	PPP5C
chr2	60483435	60483436	rs13019832	Intelligence	CN_LAMP5-CXCL14_GABA.hypo.dmr.bed	BCL11A
chr2	65381228	65381229	rs268134	Educational attainment (years of education)	CN_LAMP5-CXCL14_GABA.hypo.dmr.bed	SPRED2
chr22	39478308	39478309	rs2899319	Intelligence	CN_LAMP5-CXCL14_GABA.hypo.dmr.bed	MGAT3
chr22	41884356	41884357	rs2267442	Intelligence	CN_LAMP5-CXCL14_GABA.hypo.dmr.bed	SREBF2
chr3	50164797	50164798	rs2624839	Intelligence	CN_LAMP5-CXCL14_GABA.hypo.dmr.bed	SEMA3F
chr3	180084125	180084126	rs191580074	Bipolar disorder	CN_LAMP5-CXCL14_GABA.hypo.dmr.bed	PEX5L - RNA5SP149
chr5	88749211	88749212	rs10514303	Intelligence	CN_LAMP5-CXCL14_GABA.hypo.dmr.bed	MEF2C, MEF2C-AS2
chr5	111669293	111669294	rs255892	Intelligence	CN_LAMP5-CXCL14_GABA.hypo.dmr.bed	NREP, STARD4-AS1
chr6	16662696	16662697	rs7772172	Educational attainment (years of education)	CN_LAMP5-CXCL14_GABA.hypo.dmr.bed	ATXN1
chr6	111858434	111858435	rs17073012	Bipolar disorder	CN_LAMP5-CXCL14_GABA.hypo.dmr.bed	FYN
chr7	8204381	8204382	rs10952097	Alzheimer's disease	CN_LAMP5-CXCL14_GABA.hypo.dmr.bed	ICA1
chr7	44768491	44768492	rs1050331	Intelligence	CN_LAMP5-CXCL14_GABA.hypo.dmr.bed	ZMIZ2
chr7	74511612	74511613	rs60668206	Neuroticism	CN_LAMP5-CXCL14_GABA.hypo.dmr.bed	GTF2IRD1
chr7	99934131	99934132	rs148490894	Educational attainment (years of education)	CN_LAMP5-CXCL14_GABA.hypo.dmr.bed	GJC3 - Y_RNA
chr8	27608797	27608798	rs1532278	Late-onset Alzheimer's disease	CN_LAMP5-CXCL14_GABA.hypo.dmr.bed	CLU
chr8	27608797	27608798	rs1532278	Family history of Alzheimer's disease	CN_LAMP5-CXCL14_GABA.hypo.dmr.bed	CLU
chr8	66342487	66342488	rs10092482	Bipolar disorder	CN_LAMP5-CXCL14_GABA.hypo.dmr.bed	RRS1-DT
chr8	142235608	142235609	rs13262595	Intelligence	CN_LAMP5-CXCL14_GABA.hypo.dmr.bed	TSNARE1
chr9	85391422	85391423	rs17425572	Educational attainment (years of education)	CN_LAMP5-CXCL14_GABA.hypo.dmr.bed	UBE2V1P10 - STK33P1
chr1	36737165	36737166	rs570399	Neuroticism	STR_RSPO2_GABA.hypo.dmr.bed	FTLP18 - GRIK3
chr1	36777141	36777142	rs490647	Neuroticism	STR_RSPO2_GABA.hypo.dmr.bed	FTLP18 - GRIK3
chr1	161185601	161185602	rs4575098	Alzheimer's disease or family history of Alzheimer's disease	STR_RSPO2_GABA.hypo.dmr.bed	ADAMTS4
chr1	161185601	161185602	rs4575098	Family history of Alzheimer's disease	STR_RSPO2_GABA.hypo.dmr.bed	ADAMTS4
chr11	60175341	60175342	rs7935829	Alzheimer's disease (late onset)	STR_RSPO2_GABA.hypo.dmr.bed	MS4A6A
chr14	54882150	54882151	rs11158026	Parkinson's disease or first degree relation to individual with Parkinson's disease	STR_RSPO2_GABA.hypo.dmr.bed	GCH1
chr16	28826193	28826194	rs8049439	Educational attainment (years of education)	STR_RSPO2_GABA.hypo.dmr.bed	ATXN2L
chr17	46144469	46144470	rs2696589	Neuroticism	STR_RSPO2_GABA.hypo.dmr.bed	KANSL1
chr18	55865957	55865958	rs72934570	Schizophrenia	STR_RSPO2_GABA.hypo.dmr.bed	LINC01415 - LINC01416
chr2	105749598	105749599	rs143080277	Alzheimer's disease	STR_RSPO2_GABA.hypo.dmr.bed	NCK2
chr5	88749211	88749212	rs10514303	Intelligence	STR_RSPO2_GABA.hypo.dmr.bed	MEF2C, MEF2C-AS2
chr7	128769957	128769958	rs1043595	Intelligence	STR_RSPO2_GABA.hypo.dmr.bed	CALU
chr9	23805570	23805571	rs702222	Intelligence	STR_RSPO2_GABA.hypo.dmr.bed	ELAVL2
chr11	57680559	57680560	rs10896636	Neuroticism	F_M_Glut.hyper.dmr.bed	ZDHHC5
chr11	124744060	124744061	rs55661361	Autism and schizophrenia (MTAG)	F_M_Glut.hyper.dmr.bed	NRGN
chr11	124744060	124744061	rs55661361	Schizophrenia	F_M_Glut.hyper.dmr.bed	NRGN
chr14	43505793	43505794	rs62002181	Bipolar disorder	F_M_Glut.hyper.dmr.bed	HNRNPUP1 - KRT8P2
chr16	9136958	9136959	rs28455634	Bipolar disorder	F_M_Glut.hyper.dmr.bed	HAPSTR1 - RPL21P119
chr16	28322089	28322090	rs2650492	Intelligence	F_M_Glut.hyper.dmr.bed	SBK1
chr19	58578895	58578896	rs73068339	Intelligence	F_M_Glut.hyper.dmr.bed	MZF1-AS1
chr2	60483435	60483436	rs13019832	Intelligence	F_M_Glut.hyper.dmr.bed	BCL11A
chr2	65532536	65532537	rs3911862	Bipolar disorder	F_M_Glut.hyper.dmr.bed	LINC02934
chr2	161104413	161104414	rs7591506	Intelligence	F_M_Glut.hyper.dmr.bed	TANK-AS1
chr22	41974986	41974987	rs5751191	Intelligence	F_M_Glut.hyper.dmr.bed	SEPTIN3
chr3	48694053	48694054	rs3172494	Educational attainment (years of education)	F_M_Glut.hyper.dmr.bed	IP6K2
chr3	54200694	54200695	rs4485754	Intelligence	F_M_Glut.hyper.dmr.bed	CACNA2D3
chr4	67104382	67104383	rs6819372	Intelligence	F_M_Glut.hyper.dmr.bed	RNU6-699P - RNU1-63P
chr4	113447908	113447909	rs13117519	Parkinson's disease or first degree relation to individual with Parkinson's disease	F_M_Glut.hyper.dmr.bed	CAMK2D
chr6	20893015	20893016	rs6456379	Intelligence	F_M_Glut.hyper.dmr.bed	CDKAL1
chr6	75826615	75826616	rs1280049	Intelligence	F_M_Glut.hyper.dmr.bed	MYO6
chr6	98004803	98004804	rs9401452	Intelligence	F_M_Glut.hyper.dmr.bed	MMS22L - MIR2113
chr6	108622961	108622962	rs3813498	Intelligence	F_M_Glut.hyper.dmr.bed	FOXO3
chr7	32453556	32453557	rs1580019	Intelligence	F_M_Glut.hyper.dmr.bed	PDE1C - SLC25A5P5
chr7	127898505	127898506	rs3757771	Intelligence	F_M_Glut.hyper.dmr.bed	SND1
chr7	143413668	143413669	rs11771145	Alzheimer's disease or family history of Alzheimer's disease	F_M_Glut.hyper.dmr.bed	EPHA1-AS1
chr7	143413668	143413669	rs11771145	Alzheimer's disease (late onset)	F_M_Glut.hyper.dmr.bed	EPHA1-AS1
chr7	143413668	143413669	rs11771145	Alzheimer's disease	F_M_Glut.hyper.dmr.bed	EPHA1-AS1
chr9	131835213	131835214	rs2987390	Intelligence	F_M_Glut.hyper.dmr.bed	EIF4A1P3 - MED27
chr1	43563681	43563682	rs11210871	Intelligence	M_Dopa.hypo.dmr.bed	PTPRF
chr1	161185601	161185602	rs4575098	Alzheimer's disease or family history of Alzheimer's disease	M_Dopa.hypo.dmr.bed	ADAMTS4
chr1	161185601	161185602	rs4575098	Family history of Alzheimer's disease	M_Dopa.hypo.dmr.bed	ADAMTS4
chr11	47370396	47370397	rs10437655	Alzheimer's disease	M_Dopa.hypo.dmr.bed	SPI1
chr14	32809803	32809804	rs12885221	Intelligence	M_Dopa.hypo.dmr.bed	AKAP6
chr16	28826193	28826194	rs8049439	Educational attainment (years of education)	M_Dopa.hypo.dmr.bed	ATXN2L
chr17	46655448	46655449	rs199491	Neuroticism	M_Dopa.hypo.dmr.bed	NSF
chr2	22381267	22381268	rs2339519	Bipolar disorder	M_Dopa.hypo.dmr.bed	LINC01830, LINC03116
chr2	100260907	100260908	rs2067783	Intelligence	M_Dopa.hypo.dmr.bed	LINC01104 - LONRF2
chr20	48794918	48794919	rs2208590	Intelligence	M_Dopa.hypo.dmr.bed	PREX1
chr4	15735724	15735725	rs4698412	Parkinson's disease or first degree relation to individual with Parkinson's disease	M_Dopa.hypo.dmr.bed	BST1
chr4	89744889	89744890	rs356203	Parkinson's disease or first degree relation to individual with Parkinson's disease	M_Dopa.hypo.dmr.bed	SNCA
chr4	113447908	113447909	rs13117519	Parkinson's disease or first degree relation to individual with Parkinson's disease	M_Dopa.hypo.dmr.bed	CAMK2D
chr5	88749211	88749212	rs10514303	Intelligence	M_Dopa.hypo.dmr.bed	MEF2C, MEF2C-AS2
chr6	111858434	111858435	rs17073012	Bipolar disorder	M_Dopa.hypo.dmr.bed	FYN
chr8	27608797	27608798	rs1532278	Late-onset Alzheimer's disease	M_Dopa.hypo.dmr.bed	CLU
chr8	27608797	27608798	rs1532278	Family history of Alzheimer's disease	M_Dopa.hypo.dmr.bed	CLU
chr10	18462173	18462174	rs1998820	Bipolar disorder	CN_Cholinergic_GABA.hyper.dmr.bed	CACNB2
chr11	57680559	57680560	rs10896636	Neuroticism	CN_Cholinergic_GABA.hyper.dmr.bed	ZDHHC5
chr11	124744060	124744061	rs55661361	Autism and schizophrenia (MTAG)	CN_Cholinergic_GABA.hyper.dmr.bed	NRGN
chr11	124744060	124744061	rs55661361	Schizophrenia	CN_Cholinergic_GABA.hyper.dmr.bed	NRGN
chr13	68796168	68796169	rs7999314	Neuroticism	CN_Cholinergic_GABA.hyper.dmr.bed	RN7SL761P - LINC00550
chr16	9136958	9136959	rs28455634	Bipolar disorder	CN_Cholinergic_GABA.hyper.dmr.bed	HAPSTR1 - RPL21P119
chr17	49219934	49219935	rs616338	Alzheimer's disease	CN_Cholinergic_GABA.hyper.dmr.bed	ABI3
chr19	58578895	58578896	rs73068339	Intelligence	CN_Cholinergic_GABA.hyper.dmr.bed	MZF1-AS1
chr2	60483435	60483436	rs13019832	Intelligence	CN_Cholinergic_GABA.hyper.dmr.bed	BCL11A
chr2	65532536	65532537	rs3911862	Bipolar disorder	CN_Cholinergic_GABA.hyper.dmr.bed	LINC02934
chr2	161104413	161104414	rs7591506	Intelligence	CN_Cholinergic_GABA.hyper.dmr.bed	TANK-AS1
chr22	41974986	41974987	rs5751191	Intelligence	CN_Cholinergic_GABA.hyper.dmr.bed	SEPTIN3
chr3	36814538	36814539	rs9834970	Bipolar disorder	CN_Cholinergic_GABA.hyper.dmr.bed	HSPD1P6 - LINC02033
chr3	36814538	36814539	rs9834970	Bipolar disorder	CN_Cholinergic_GABA.hyper.dmr.bed	HSPD1P6 - LINC02033
chr4	113447908	113447909	rs13117519	Parkinson's disease or first degree relation to individual with Parkinson's disease	CN_Cholinergic_GABA.hyper.dmr.bed	CAMK2D
chr6	20893015	20893016	rs6456379	Intelligence	CN_Cholinergic_GABA.hyper.dmr.bed	CDKAL1
chr6	75826615	75826616	rs1280049	Intelligence	CN_Cholinergic_GABA.hyper.dmr.bed	MYO6
chr6	98004803	98004804	rs9401452	Intelligence	CN_Cholinergic_GABA.hyper.dmr.bed	MMS22L - MIR2113
chr6	108622961	108622962	rs3813498	Intelligence	CN_Cholinergic_GABA.hyper.dmr.bed	FOXO3
chr7	86665635	86665636	rs802425	Neuroticism	CN_Cholinergic_GABA.hyper.dmr.bed	GRM3
chr7	100479649	100479650	rs2406253	Educational attainment (years of education)	CN_Cholinergic_GABA.hyper.dmr.bed	TSC22D4 - NYAP1
chr7	100479649	100479650	rs2406253	Educational attainment (years of education)	CN_Cholinergic_GABA.hyper.dmr.bed	TSC22D4 - NYAP1
chr7	127898505	127898506	rs3757771	Intelligence	CN_Cholinergic_GABA.hyper.dmr.bed	SND1
chr7	143413668	143413669	rs11771145	Alzheimer's disease or family history of Alzheimer's disease	CN_Cholinergic_GABA.hyper.dmr.bed	EPHA1-AS1
chr7	143413668	143413669	rs11771145	Alzheimer's disease (late onset)	CN_Cholinergic_GABA.hyper.dmr.bed	EPHA1-AS1
chr7	143413668	143413669	rs11771145	Alzheimer's disease	CN_Cholinergic_GABA.hyper.dmr.bed	EPHA1-AS1
chr9	131835213	131835214	rs2987390	Intelligence	CN_Cholinergic_GABA.hyper.dmr.bed	EIF4A1P3 - MED27
chr11	57680559	57680560	rs10896636	Neuroticism	CN_ONECUT1_GABA.hyper.dmr.bed	ZDHHC5
chr11	61752513	61752514	rs2956395	Bipolar disorder	CN_ONECUT1_GABA.hyper.dmr.bed	MYRF-AS1
chr11	124744060	124744061	rs55661361	Autism and schizophrenia (MTAG)	CN_ONECUT1_GABA.hyper.dmr.bed	NRGN
chr11	124744060	124744061	rs55661361	Schizophrenia	CN_ONECUT1_GABA.hyper.dmr.bed	NRGN
chr14	43505793	43505794	rs62002181	Bipolar disorder	CN_ONECUT1_GABA.hyper.dmr.bed	HNRNPUP1 - KRT8P2
chr18	37784133	37784134	rs12961969	Neuroticism	CN_ONECUT1_GABA.hyper.dmr.bed	RPL12P40 - RN7SKP182
